Mod:Item:MetaData, Localized Name
LogisticsPipes:item.ItemPipeSignCreator, item.ItemPipeSignCreator.name
LogisticsPipes:item.logisticsHUDGlasses, item.logisticsHUDGlasses.name
LogisticsPipes:item.logisticsParts:0, Logistics HUD Bow
LogisticsPipes:item.logisticsParts:1, Logistics HUD Glass
LogisticsPipes:item.logisticsParts:2, Logistics HUD Nose Bridge
LogisticsPipes:item.logisticsParts:3, Nano Hopper
LogisticsPipes:item.pipeComponents, item.pipeComponents.name
LogisticsPipes:item.itemModule:0, Blank Module
LogisticsPipes:item.itemModule:1, ItemSink module
LogisticsPipes:item.itemModule:2, Passive Supplier module
LogisticsPipes:item.itemModule:3, Extractor module
LogisticsPipes:item.itemModule:4, Polymorphic ItemSink module
LogisticsPipes:item.itemModule:5, QuickSort module
LogisticsPipes:item.itemModule:6, Terminus module
LogisticsPipes:item.itemModule:7, Advanced Extractor module
LogisticsPipes:item.itemModule:103, Extractor MK2 module
LogisticsPipes:item.itemModule:107, Advanced Extractor MK2
LogisticsPipes:item.itemModule:203, Extractor MK3 module
LogisticsPipes:item.itemModule:207, Advanced Extractor MK3
LogisticsPipes:item.itemModule:500, Provider module
LogisticsPipes:item.itemModule:501, Provider module MK2
LogisticsPipes:item.itemModule:300, Electric Manager module
LogisticsPipes:item.itemModule:301, Electric Buffer module
LogisticsPipes:item.itemModule:8, Bee Analyzer module
LogisticsPipes:item.itemModule:9, BeeSink module
LogisticsPipes:item.itemModule:10, Apiary Refiller module
LogisticsPipes:item.itemModule:11, Drone Terminus module
LogisticsPipes:item.itemModule:12, Mod Based ItemSink module
LogisticsPipes:item.itemModule:13, OreDict ItemSink module
LogisticsPipes:item.itemModule:30, Thaumic AspectSink module
LogisticsPipes:item.itemModule:31, Enchantment Sink module
LogisticsPipes:item.itemModule:131, Enchantment Sink module MK2
LogisticsPipes:item.itemModule:14, CC Based QuickSort module
LogisticsPipes:item.itemModule:15, CC Based ItemSink module
LogisticsPipes:item.itemModule:600, Crafting module
LogisticsPipes:item.itemModule:601, Crafting module MK2
LogisticsPipes:item.itemModule:602, Crafting module MK3
LogisticsPipes:item.itemModule:502, Active Supplier Module
LogisticsPipes:item.itemModule:16, Creative Tab Based ItemSink module
LogisticsPipes:item.itemDisk, item.itemDisk.name
LogisticsPipes:item.itemUpgrade:0, Sneaky Upgrade (UP)
LogisticsPipes:item.itemUpgrade:1, Sneaky Upgrade (DOWN)
LogisticsPipes:item.itemUpgrade:2, Sneaky Upgrade (NORTH)
LogisticsPipes:item.itemUpgrade:3, Sneaky Upgrade (SOUTH)
LogisticsPipes:item.itemUpgrade:4, Sneaky Upgrade (EAST)
LogisticsPipes:item.itemUpgrade:5, Sneaky Upgrade (WEST)
LogisticsPipes:item.itemUpgrade:6, Sneaky Combination Upgrade
LogisticsPipes:item.itemUpgrade:20, Item Speed Upgrade
LogisticsPipes:item.itemUpgrade:10, Disconnection Upgrade (UP)
LogisticsPipes:item.itemUpgrade:11, Disconnection Upgrade (DOWN)
LogisticsPipes:item.itemUpgrade:12, Disconnection Upgrade (NORTH)
LogisticsPipes:item.itemUpgrade:13, Disconnection Upgrade (SOUTH)
LogisticsPipes:item.itemUpgrade:14, Disconnection Upgrade (EAST)
LogisticsPipes:item.itemUpgrade:15, Disconnection Upgrade (WEST)
LogisticsPipes:item.itemUpgrade:21, Advanced Satellite Upgrade
LogisticsPipes:item.itemUpgrade:22, Fluid Crafting Upgrade
LogisticsPipes:item.itemUpgrade:23, Crafting Byproduct Extraction Upgrade
LogisticsPipes:item.itemUpgrade:24, Placement Rules Upgrade
LogisticsPipes:item.itemUpgrade:25, Fuzzy Upgrade
LogisticsPipes:item.itemUpgrade:30, Power Transportation Upgrade
LogisticsPipes:item.itemUpgrade:32, TE Power Supplier Upgrade
LogisticsPipes:item.itemUpgrade:33, IC2 LV Power Supplier Upgrade
LogisticsPipes:item.itemUpgrade:34, IC2 MV Power Supplier Upgrade
LogisticsPipes:item.itemUpgrade:35, IC2 HV Power Supplier Upgrade
LogisticsPipes:item.itemUpgrade:36, IC2 EV Power Supplier Upgrade
LogisticsPipes:item.itemUpgrade:40, CC Remote Control Upgrade
LogisticsPipes:item.itemUpgrade:41, Crafting Monitoring Upgrade
LogisticsPipes:item.itemUpgrade:42, Opaque Upgrade
LogisticsPipes:item.itemUpgrade:26, Crafting Cleanup Upgrade
LogisticsPipes:item.itemUpgrade:44, Upgrade Module Upgrade
LogisticsPipes:item.logisticsFluidContainer, item.logisticsFluidContainer.name
LogisticsPipes:item.brokenItem, item.brokenItem.name
LogisticsPipes:item.pipeController, item.pipeController.name
LogisticsPipes:item.PipeItemsBasicLogistics, item.PipeItemsBasicLogistics.name
LogisticsPipes:item.PipeItemsRequestLogistics, item.PipeItemsRequestLogistics.name
LogisticsPipes:item.PipeItemsProviderLogistics, item.PipeItemsProviderLogistics.name
LogisticsPipes:item.PipeItemsCraftingLogistics, item.PipeItemsCraftingLogistics.name
LogisticsPipes:item.PipeItemsSatelliteLogistics, item.PipeItemsSatelliteLogistics.name
LogisticsPipes:item.PipeItemsSupplierLogistics, item.PipeItemsSupplierLogistics.name
LogisticsPipes:item.PipeLogisticsChassiMk1, item.PipeLogisticsChassiMk1.name
LogisticsPipes:item.PipeLogisticsChassiMk2, item.PipeLogisticsChassiMk2.name
LogisticsPipes:item.PipeLogisticsChassiMk3, item.PipeLogisticsChassiMk3.name
LogisticsPipes:item.PipeLogisticsChassiMk4, item.PipeLogisticsChassiMk4.name
LogisticsPipes:item.PipeLogisticsChassiMk5, item.PipeLogisticsChassiMk5.name
LogisticsPipes:item.PipeItemsCraftingLogisticsMk2, item.PipeItemsCraftingLogisticsMk2.name
LogisticsPipes:item.PipeItemsRequestLogisticsMk2, item.PipeItemsRequestLogisticsMk2.name
LogisticsPipes:item.PipeItemsRemoteOrdererLogistics, item.PipeItemsRemoteOrdererLogistics.name
LogisticsPipes:item.PipeItemsProviderLogisticsMk2, item.PipeItemsProviderLogisticsMk2.name
LogisticsPipes:item.PipeItemsApiaristAnalyser, item.PipeItemsApiaristAnalyser.name
LogisticsPipes:item.PipeItemsApiaristSink, item.PipeItemsApiaristSink.name
LogisticsPipes:item.PipeItemsInvSysConnector, item.PipeItemsInvSysConnector.name
LogisticsPipes:item.PipeItemsSystemEntranceLogistics, item.PipeItemsSystemEntranceLogistics.name
LogisticsPipes:item.PipeItemsSystemDestinationLogistics, item.PipeItemsSystemDestinationLogistics.name
LogisticsPipes:item.PipeItemsCraftingLogisticsMk3, item.PipeItemsCraftingLogisticsMk3.name
LogisticsPipes:item.PipeItemsFirewall, item.PipeItemsFirewall.name
LogisticsPipes:item.PipeItemsFluidSupplier, item.PipeItemsFluidSupplier.name
LogisticsPipes:item.PipeFluidBasic, item.PipeFluidBasic.name
LogisticsPipes:item.PipeFluidInsertion, item.PipeFluidInsertion.name
LogisticsPipes:item.PipeFluidProvider, item.PipeFluidProvider.name
LogisticsPipes:item.PipeFluidRequestLogistics, item.PipeFluidRequestLogistics.name
LogisticsPipes:item.PipeFluidExtractor, item.PipeFluidExtractor.name
LogisticsPipes:item.PipeFluidSatellite, item.PipeFluidSatellite.name
LogisticsPipes:item.PipeFluidSupplierMk2, item.PipeFluidSupplierMk2.name
LogisticsPipes:item.PipeBlockRequestTable, item.PipeBlockRequestTable.name
LogisticsPipes:item.PipeItemsBasicTransport, item.PipeItemsBasicTransport.name
malisisdoors:item.door_acacia, Acacia Door
malisisdoors:item.door_birch, Birch Door
malisisdoors:item.door_dark_oak, Dark Oak Door
malisisdoors:item.door_jungle, Jungle Door
malisisdoors:item.door_spruce, Spruce Door
malisisdoors:item.wood_sliding_door, Wooden Glass Door
malisisdoors:item.iron_sliding_door, Iron Glass Door
malisisdoors:item.jail_door, Jail Door
malisisdoors:item.laboratory_door, Laboratory Door
malisisdoors:item.factory_door, Factory Door
malisisdoors:item.shoji_door, Shoji Door
malisisdoors:item.curtain_black, Black Curtain
malisisdoors:item.curtain_red, Red Curtain
malisisdoors:item.curtain_green, Green Curtain
malisisdoors:item.curtain_brown, Brown Curtain
malisisdoors:item.curtain_blue, Blue Curtain
malisisdoors:item.curtain_purple, Purple Curtain
malisisdoors:item.curtain_cyan, Cyan Curtain
malisisdoors:item.curtain_silver, SilverCurtain
malisisdoors:item.curtain_gray, Gray Curtain
malisisdoors:item.curtain_pink, Pink Curtain
malisisdoors:item.curtain_lime, Lime Curtain
malisisdoors:item.curtain_yellow, Yellow Curtain
malisisdoors:item.curtain_light_blue, Light Blue Curtain
malisisdoors:item.curtain_magenta, Magenta Curtain
malisisdoors:item.curtain_orange, Orange Curtain
malisisdoors:item.curtain_white, White Curtain
malisisdoors:item.saloon, Saloon Door
malisisdoors:item.custom_door, Custom Door
malisisdoors:item.rustyHandle, Rusty Handle
malisisdoors:item.forcefieldItem, Forcefield Controller
mcheli:rangefinder, Laser Rangefinder
mcheli:wrench, Wrench
mcheli:fuel, Fuel
mcheli:gltd, GLTD:Target Designator
mcheli:chain, Chain
mcheli:parachute, Parachute
mcheli:container, Container
mcheli:uav_station, UAV Station
mcheli:uav_station2, Portable UAV Controller
mcheli:internal, item.mcheli:internal.name
mcheli:m18_green, M18 smoke (Green)
mcheli:m18_red, M18 smoke (Red)
mcheli:m18_violet, M18 smoke (Violet)
mcheli:m18_yellow, M18 smoke (Yellow)
mcheli:fim92_bullet, FIM-92 Stinger missile
mcheli:fgm148_bullet, FGM-148 Javelin missile
mcheli:fim92, FIM-92 Stinger
mcheli:fgm148, FGM-148 Javelin
mcheli:ah-1z, AH-1Z Viper
mcheli:ah-6, AH-6 Killer Egg
mcheli:ah-64, AH-64D Apache Longbow
mcheli:ah-6x, Boeing AH-6
mcheli:bell206l, Bell 206L LongRanger
mcheli:bell207, Bell207 Sioux Scout
mcheli:bell47g, Bell47G
mcheli:bell47gf, Bell47G float
mcheli:ch47, CH47 chnuke
mcheli:ec665, EC665 Tiger UHT
mcheli:fl282, Flettner Fl 282
mcheli:ka-27, Ka-27 Helix
mcheli:ka-29, Ka-29 Helix B
mcheli:ka50n, Ka-50N Hokum A
mcheli:ka52, Ka-52 Hokum B
mcheli:mh-53e, MH-53E Sea Dragon
mcheli:mh-6, MH-6 Little Bird
mcheli:mh-60g, MH60G PaveHawk
mcheli:mh-60l_dap, MH-60L DAP
mcheli:mi-24, Mi-24VP Hind
mcheli:mi-24ps, Mi-24PS Hind
mcheli:mi28, Mi-28N Havoc
mcheli:mq-8b, MQ-8B Fire Scout
mcheli:nh90, NHIndustries NH90-TTH
mcheli:oh-1, Kawasaki OH-1
mcheli:penetrator, Bell Penetrator
mcheli:rc-goblin-bomb, RC Goblin with Bomb
mcheli:rc-goblin, RC Goblin
mcheli:robinson_r44, Robinson R44
mcheli:robinson_r44f, Robinson R44 Float
mcheli:sh-3, SH-3 Sea King
mcheli:sh-60, SH-60 Seahawk
mcheli:uh-1c, UH-1C Iroquois
mcheli:a-10, A-10 Thunderbolt II
mcheli:a6m2, ZERO type21
mcheli:ac-130, AC-130H Spectre
mcheli:an2, An-2
mcheli:b-2a, B-2A Spirit
mcheli:b29, B-29 Superfortress
mcheli:bqm_74e, BQM-74E CHUKAR III(Target drone)
mcheli:c5, C5A galaxy
mcheli:cb90, CB90 Combat Boat
mcheli:cessna172, Cessna 172
mcheli:e767, E767
mcheli:emb314, EMB 314 Super Tucano
mcheli:f-15e, F-15E Strike Eagle
mcheli:f-15s_mtd, F-15 S/MTD
mcheli:f-35a, F-35A Lightning II
mcheli:f-35b, F-35B Lightning II
mcheli:f-35c, F-35C Lightning II
mcheli:f14d, F-14D Super Tomcat
mcheli:f1m, F1M Pate
mcheli:f22a, F-22A Raptor
mcheli:f4a, F-4A PhantomII
mcheli:fa18f, F/A-18F
mcheli:fi167, Fieseler Fi167
mcheli:fuel_truck, Fuel truck
mcheli:h8k, Kawanishi H8K
mcheli:harrier, AV-8B Harrier II
mcheli:harrier_en, BAe Harrier II
mcheli:macchi_m33, Macchi M33
mcheli:macchi_mc72, macchi_M.C.72
mcheli:mark5, Mk.5 Special Operations Craft
mcheli:md90, MD-90-30
mcheli:mig29, MiG-29 Fulcrum
mcheli:mq-9, MQ-9 Reaper
mcheli:mqm170, MQM-170 Outlaw(Target drone)
mcheli:mv-22, MV-22 Osprey
mcheli:n1k1, Rex N1K1
mcheli:p-51d, P-51D Mustang
mcheli:p180, Piaggio P.180 Avanti II
mcheli:project1204, Project1204 Shmel Partol-Boat
mcheli:pzl-m18, PZL M-18 Dromader
mcheli:skylark, Elbit Skylark
mcheli:stinger_390x, Chris Craft Stinger 390x
mcheli:su-33, Su-33 Flanker-D
mcheli:su-47, Su-47 Berkut
mcheli:su37, Su-37 Terminator
mcheli:t-4, T-4(Trainer)
mcheli:tornado-gr4, Panavia Tornado GR.4
mcheli:tornado-ids, Panavia Tornado IDS
mcheli:us-2, US-2
mcheli:x-47b, X-47B Pegasus
mcheli:zodiac, Zodiac Boat
mcheli:bnr32, bnr32
mcheli:centauro, B1 centauro
mcheli:growler, Growler ITV
mcheli:kurganets25, Kurganets-25 IFV
mcheli:kv-2, KV-2 Gigant
mcheli:m1129, M1129 Self-Propelled Mortar
mcheli:m1a2, M1A2 Abrams
mcheli:m26, M26
mcheli:merkava_mk4, MerkavaMk4
mcheli:mxtmv, MXT-MV Husky TSV
mcheli:t-90, T-90 MBT
mcheli:t84, T-84 OplotM
mcheli:12.7, 12.7cmAACanon
mcheli:12.7s, 12.7cmAACanon shield
mcheli:15.5, 15.5cmCanon
mcheli:25mmaamg, 25mmMachineGun
mcheli:46, 46cmCanon
mcheli:ammo_box, AmmoBox
mcheli:bofors40mml60, bofors 40 mm/l60
mcheli:mim-23, MIM-23 HAWK
mcheli:mk15, Mk.15 Phalanx
mcheli:mk32, Mk.32 Torpedo tube
mcheli:oto76mm, Oto Melara 76 mm gun
mcheli:s-75, S-75 SAM
mcheli:searam, Mk.15 mod.31 SeaRAM
mcheli:sea_sparrow, Mk29 Missile Launcher
mcheli:type93_launcher, Type 93 torpedo
mcheli:vads, VADS
TConstruct:goldHead:0, Golden Head
TConstruct:strangeFood:0, Gelatinous Slime
TConstruct:strangeFood:1, Coagulated Blood
TConstruct:strangeFood:2, Bacon
TConstruct:oreBerries:0, Iron Oreberry
TConstruct:oreBerries:1, Gold Oreberry
TConstruct:oreBerries:2, Copper Oreberry
TConstruct:oreBerries:3, Tin Oreberry
TConstruct:oreBerries:4, Aluminum Oreberry
TConstruct:oreBerries:5, Concentrated Essence Berry
TConstruct:titleIcon:0, Spawn Blue Slime
TConstruct:titleIcon:1, Spawn King Slime
TConstruct:blankPattern:0, Blank Pattern
TConstruct:blankPattern:1, Blank Cast
TConstruct:blankPattern:2, Blank Cast
TConstruct:materials:0, Paper Stack
TConstruct:materials:1, Slime Crystal
TConstruct:materials:2, Seared Brick
TConstruct:materials:3, Cobalt Ingot
TConstruct:materials:4, Ardite Ingot
TConstruct:materials:5, Manyullyn Ingot
TConstruct:materials:6, Ball of Moss
TConstruct:materials:7, Lava Crystal
TConstruct:materials:8, Necrotic Bone
TConstruct:materials:9, Copper Ingot
TConstruct:materials:10, Tin Ingot
TConstruct:materials:11, Aluminum Ingot
TConstruct:materials:12, Raw Aluminum
TConstruct:materials:13, Bronze Ingot
TConstruct:materials:14, Aluminum Brass Ingot
TConstruct:materials:15, Alumite Ingot
TConstruct:materials:16, Steel Ingot
TConstruct:materials:17, Slime Crystal
TConstruct:materials:18, Obsidian Ingot
TConstruct:materials:19, Iron Nugget
TConstruct:materials:20, Copper Nugget
TConstruct:materials:21, Tin Nugget
TConstruct:materials:22, Aluminum Nugget
TConstruct:materials:24, Aluminum Brass Nugget
TConstruct:materials:25, Silky Cloth
TConstruct:materials:26, Silky Jewel
TConstruct:materials:27, Obsidian Nugget
TConstruct:materials:28, Cobalt Nugget
TConstruct:materials:29, Ardite Nugget
TConstruct:materials:30, Manyullyn Nugget
TConstruct:materials:31, Bronze Nugget
TConstruct:materials:32, Alumite Nugget
TConstruct:materials:33, Steel Nugget
TConstruct:materials:34, Pig Iron Ingot
TConstruct:materials:35, Pig Iron Platter
TConstruct:materials:36, Ball of Glue
TConstruct:materials:37, Seared Brick
TConstruct:materials:38, Ardite Dust
TConstruct:materials:39, Cobalt Dust
TConstruct:materials:40, Aluminum Dust
TConstruct:materials:41, Manyullyn Dust
TConstruct:materials:42, Aluminum Brass Dust
TConstruct:woodPattern:1, Tool Rod Pattern
TConstruct:woodPattern:2, Pickaxe Head Pattern
TConstruct:woodPattern:3, Shovel Head Pattern
TConstruct:woodPattern:4, Axe Head Pattern
TConstruct:woodPattern:5, Sword Blade Pattern
TConstruct:woodPattern:6, Wide Guard Pattern
TConstruct:woodPattern:7, Hand Guard Pattern
TConstruct:woodPattern:8, Crossbar Pattern
TConstruct:woodPattern:9, Tool Binding Pattern
TConstruct:woodPattern:10, Pan Pattern
TConstruct:woodPattern:11, Wide Board Pattern
TConstruct:woodPattern:12, Knife Blade Pattern
TConstruct:woodPattern:13, Chisel Head Pattern
TConstruct:woodPattern:14, Tough Rod Pattern
TConstruct:woodPattern:15, Tough Binding Pattern
TConstruct:woodPattern:16, Large Plate Pattern
TConstruct:woodPattern:17, Broadaxe Head Pattern
TConstruct:woodPattern:18, Scythe Head Pattern
TConstruct:woodPattern:19, Excavator Head Pattern
TConstruct:woodPattern:20, Large Blade Pattern
TConstruct:woodPattern:21, Hammer Head Pattern
TConstruct:woodPattern:22, Full Guard Pattern
TConstruct:woodPattern:23, Bowstring Pattern
TConstruct:woodPattern:24, Fletching Pattern
TConstruct:woodPattern:25, Arrowhead Pattern
TConstruct:manualBook:0, Materials and You: Volume 1
TConstruct:manualBook:1, Materials and You: Volume 2
TConstruct:manualBook:2, Mighty Smelting
TConstruct:manualBook:3, Diary of a Tinker
TConstruct:manualBook:4, Tinkers' Weaponry
TConstruct:pickaxe, Pickaxe
TConstruct:shovel, Shovel
TConstruct:hatchet, Hatchet
TConstruct:broadsword, Broadsword
TConstruct:longsword, Longsword
TConstruct:rapier, Rapier
TConstruct:dagger, Dagger
TConstruct:cutlass, Cutlass
TConstruct:frypan, Frying Pan
TConstruct:battlesign, Battlesign
TConstruct:mattock, Mattock
TConstruct:chisel, Chisel
TConstruct:lumberaxe, Lumber Axe
TConstruct:cleaver, Cleaver
TConstruct:scythe, Scythe
TConstruct:excavator, Excavator
TConstruct:hammer, Hammer
TConstruct:battleaxe, Battleaxe
TConstruct:potionLauncher, Potion Launcher
TConstruct:toolRod:0, Wooden Tool Rod
TConstruct:toolRod:1, Stone Tool Rod
TConstruct:toolRod:2, Iron Tool Rod
TConstruct:toolRod:3, Flint Tool Rod
TConstruct:toolRod:4, Cactus Tool Rod
TConstruct:toolRod:5, Bone Tool Rod
TConstruct:toolRod:6, Obsidian Tool Rod
TConstruct:toolRod:7, Netherrack Tool Rod
TConstruct:toolRod:8, Slime Tool Rod
TConstruct:toolRod:9, Paper Tool Rod
TConstruct:toolRod:10, Cobalt Tool Rod
TConstruct:toolRod:11, Ardite Tool Rod
TConstruct:toolRod:12, Manyullyn Tool Rod
TConstruct:toolRod:13, Copper Tool Rod
TConstruct:toolRod:14, Bronze Tool Rod
TConstruct:toolRod:15, Alumite Tool Rod
TConstruct:toolRod:16, Steel Tool Rod
TConstruct:toolRod:17, Slime Tool Rod
TConstruct:toolRod:18, Pig Iron Tool Rod
TConstruct:toolShard:1, Stone Shard
TConstruct:toolShard:3, Flint Shard
TConstruct:toolShard:4, Cactus Shard
TConstruct:toolShard:6, Obsidian Shard
TConstruct:toolShard:7, Netherrack Shard
TConstruct:toolShard:8, Slime Shard
TConstruct:toolShard:17, Slime Shard
TConstruct:pickaxeHead:0, Wooden Pickaxe Head
TConstruct:pickaxeHead:1, Stone Pickaxe Head
TConstruct:pickaxeHead:2, Iron Pickaxe Head
TConstruct:pickaxeHead:3, Flint Pickaxe Head
TConstruct:pickaxeHead:4, Cactus Pickaxe Head
TConstruct:pickaxeHead:5, Bone Pickaxe Head
TConstruct:pickaxeHead:6, Obsidian Pickaxe Head
TConstruct:pickaxeHead:7, Netherrack Pickaxe Head
TConstruct:pickaxeHead:8, Slime Pickaxe Head
TConstruct:pickaxeHead:9, Paper Pickaxe Head
TConstruct:pickaxeHead:10, Cobalt Pickaxe Head
TConstruct:pickaxeHead:11, Ardite Pickaxe Head
TConstruct:pickaxeHead:12, Manyullyn Pickaxe Head
TConstruct:pickaxeHead:13, Copper Pickaxe Head
TConstruct:pickaxeHead:14, Bronze Pickaxe Head
TConstruct:pickaxeHead:15, Alumite Pickaxe Head
TConstruct:pickaxeHead:16, Steel Pickaxe Head
TConstruct:pickaxeHead:17, Slime Pickaxe Head
TConstruct:pickaxeHead:18, Pig Iron Pickaxe Head
TConstruct:shovelHead:0, Wooden Shovel Head
TConstruct:shovelHead:1, Stone Shovel Head
TConstruct:shovelHead:2, Iron Shovel Head
TConstruct:shovelHead:3, Flint Shovel Head
TConstruct:shovelHead:4, Cactus Shovel Head
TConstruct:shovelHead:5, Bone Shovel Head
TConstruct:shovelHead:6, Obsidian Shovel Head
TConstruct:shovelHead:7, Netherrack Shovel Head
TConstruct:shovelHead:8, Slime Shovel Head
TConstruct:shovelHead:9, Paper Shovel Head
TConstruct:shovelHead:10, Cobalt Shovel Head
TConstruct:shovelHead:11, Ardite Shovel Head
TConstruct:shovelHead:12, Manyullyn Shovel Head
TConstruct:shovelHead:13, Copper Shovel Head
TConstruct:shovelHead:14, Bronze Shovel Head
TConstruct:shovelHead:15, Alumite Shovel Head
TConstruct:shovelHead:16, Steel Shovel Head
TConstruct:shovelHead:17, Slime Shovel Head
TConstruct:shovelHead:18, Pig Iron Shovel Head
TConstruct:hatchetHead:0, Wooden Axe Head
TConstruct:hatchetHead:1, Stone Axe Head
TConstruct:hatchetHead:2, Iron Axe Head
TConstruct:hatchetHead:3, Flint Axe Head
TConstruct:hatchetHead:4, Cactus Axe Head
TConstruct:hatchetHead:5, Bone Axe Head
TConstruct:hatchetHead:6, Obsidian Axe Head
TConstruct:hatchetHead:7, Netherrack Axe Head
TConstruct:hatchetHead:8, Slime Axe Head
TConstruct:hatchetHead:9, Paper Axe Head
TConstruct:hatchetHead:10, Cobalt Axe Head
TConstruct:hatchetHead:11, Ardite Axe Head
TConstruct:hatchetHead:12, Manyullyn Axe Head
TConstruct:hatchetHead:13, Copper Axe Head
TConstruct:hatchetHead:14, Bronze Axe Head
TConstruct:hatchetHead:15, Alumite Axe Head
TConstruct:hatchetHead:16, Steel Axe Head
TConstruct:hatchetHead:17, Slime Axe Head
TConstruct:hatchetHead:18, Pig Iron Axe Head
TConstruct:binding:0, Wooden Binding
TConstruct:binding:1, Stone Binding
TConstruct:binding:2, Iron Binding
TConstruct:binding:3, Flint Binding
TConstruct:binding:4, Cactus Binding
TConstruct:binding:5, Bone Binding
TConstruct:binding:6, Obsidian Binding
TConstruct:binding:7, Netherrack Binding
TConstruct:binding:8, Slime Binding
TConstruct:binding:9, Paper Binding
TConstruct:binding:10, Cobalt Binding
TConstruct:binding:11, Ardite Binding
TConstruct:binding:12, Manyullyn Binding
TConstruct:binding:13, Copper Binding
TConstruct:binding:14, Bronze Binding
TConstruct:binding:15, Alumite Binding
TConstruct:binding:16, Steel Binding
TConstruct:binding:17, Slime Binding
TConstruct:binding:18, Pig Iron Binding
TConstruct:toughBinding:0, Wooden Tough Binding
TConstruct:toughBinding:1, Stone Tough Binding
TConstruct:toughBinding:2, Iron Tough Binding
TConstruct:toughBinding:3, Flint Tough Binding
TConstruct:toughBinding:4, Cactus Tough Binding
TConstruct:toughBinding:5, Bone Tough Binding
TConstruct:toughBinding:6, Obsidian Tough Binding
TConstruct:toughBinding:7, Netherrack Tough Binding
TConstruct:toughBinding:8, Slime Tough Binding
TConstruct:toughBinding:9, Paper Tough Binding
TConstruct:toughBinding:10, Cobalt Tough Binding
TConstruct:toughBinding:11, Ardite Tough Binding
TConstruct:toughBinding:12, Manyullyn Tough Binding
TConstruct:toughBinding:13, Copper Tough Binding
TConstruct:toughBinding:14, Bronze Tough Binding
TConstruct:toughBinding:15, Alumite Tough Binding
TConstruct:toughBinding:16, Steel Tough Binding
TConstruct:toughBinding:17, Slime Tough Binding
TConstruct:toughBinding:18, Pig Iron Tough Binding
TConstruct:toughRod:0, Wooden Tough Rod
TConstruct:toughRod:1, Stone Tough Rod
TConstruct:toughRod:2, Iron Tough Rod
TConstruct:toughRod:3, Flint Tough Rod
TConstruct:toughRod:4, Cactus Tough Rod
TConstruct:toughRod:5, Bone Tough Rod
TConstruct:toughRod:6, Obsidian Tough Rod
TConstruct:toughRod:7, Netherrack Tough Rod
TConstruct:toughRod:8, Slime Tough Rod
TConstruct:toughRod:9, Paper Tough Rod
TConstruct:toughRod:10, Cobalt Tough Rod
TConstruct:toughRod:11, Ardite Tough Rod
TConstruct:toughRod:12, Manyullyn Tough Rod
TConstruct:toughRod:13, Copper Tough Rod
TConstruct:toughRod:14, Bronze Tough Rod
TConstruct:toughRod:15, Alumite Tough Rod
TConstruct:toughRod:16, Steel Tough Rod
TConstruct:toughRod:17, Slime Tough Rod
TConstruct:toughRod:18, Pig Iron Tough Rod
TConstruct:heavyPlate:0, Wooden Large Plate
TConstruct:heavyPlate:1, Stone Large Plate
TConstruct:heavyPlate:2, Iron Large Plate
TConstruct:heavyPlate:3, Flint Large Plate
TConstruct:heavyPlate:4, Cactus Large Plate
TConstruct:heavyPlate:5, Bone Large Plate
TConstruct:heavyPlate:6, Obsidian Large Plate
TConstruct:heavyPlate:7, Netherrack Large Plate
TConstruct:heavyPlate:8, Slime Large Plate
TConstruct:heavyPlate:9, Paper Large Plate
TConstruct:heavyPlate:10, Cobalt Large Plate
TConstruct:heavyPlate:11, Ardite Large Plate
TConstruct:heavyPlate:12, Manyullyn Large Plate
TConstruct:heavyPlate:13, Copper Large Plate
TConstruct:heavyPlate:14, Bronze Large Plate
TConstruct:heavyPlate:15, Alumite Large Plate
TConstruct:heavyPlate:16, Steel Large Plate
TConstruct:heavyPlate:17, Slime Large Plate
TConstruct:heavyPlate:18, Pig Iron Large Plate
TConstruct:swordBlade:0, Wooden Sword Blade
TConstruct:swordBlade:1, Stone Sword Blade
TConstruct:swordBlade:2, Iron Sword Blade
TConstruct:swordBlade:3, Flint Sword Blade
TConstruct:swordBlade:4, Cactus Sword Blade
TConstruct:swordBlade:5, Bone Sword Blade
TConstruct:swordBlade:6, Obsidian Sword Blade
TConstruct:swordBlade:7, Netherrack Sword Blade
TConstruct:swordBlade:8, Slime Sword Blade
TConstruct:swordBlade:9, Paper Sword Blade
TConstruct:swordBlade:10, Cobalt Sword Blade
TConstruct:swordBlade:11, Ardite Sword Blade
TConstruct:swordBlade:12, Manyullyn Sword Blade
TConstruct:swordBlade:13, Copper Sword Blade
TConstruct:swordBlade:14, Bronze Sword Blade
TConstruct:swordBlade:15, Alumite Sword Blade
TConstruct:swordBlade:16, Steel Sword Blade
TConstruct:swordBlade:17, Slime Sword Blade
TConstruct:swordBlade:18, Pig Iron Sword Blade
TConstruct:wideGuard:0, Wooden Wide Guard
TConstruct:wideGuard:1, Stone Wide Guard
TConstruct:wideGuard:2, Iron Wide Guard
TConstruct:wideGuard:3, Flint Wide Guard
TConstruct:wideGuard:4, Cactus Wide Guard
TConstruct:wideGuard:5, Bone Wide Guard
TConstruct:wideGuard:6, Obsidian Wide Guard
TConstruct:wideGuard:7, Netherrack Wide Guard
TConstruct:wideGuard:8, Slime Wide Guard
TConstruct:wideGuard:9, Paper Wide Guard
TConstruct:wideGuard:10, Cobalt Wide Guard
TConstruct:wideGuard:11, Ardite Wide Guard
TConstruct:wideGuard:12, Manyullyn Wide Guard
